WKT;rasterval
LINESTRING (16.2839 48.1856,16.292 48.1836);Larochegasse
LINESTRING (16.2839 48.2269,16.2876 48.2266,16.2895 48.226);Pointengasse
LINESTRING (16.2839 48.1515,16.2841 48.1501);Krehangasse
LINESTRING (16.2855 48.1884,16.2839 48.1889);Wittegasse
LINESTRING (16.2839 48.1515,16.2843 48.1523,16.2853 48.1538);Ruzickagasse
LINESTRING (16.2839 48.1763,16.2862 48.1755,16.2872 48.1749);Fasangartengasse
LINESTRING (16.284 48.1683,16.284 48.1681);Speisinger Straße
LINESTRING (16.284 48.1681,16.2861 48.1698);Speisinger Straße
LINESTRING (16.284 48.1462,16.2851 48.146);Amstergasse
LINESTRING (16.284 48.1462,16.2843 48.1473);Mehlführergasse
LINESTRING (16.2843 48.2069,16.284 48.2068);Käthe-Jonas-Weg
LINESTRING (16.286 48.1699,16.284 48.1683);Speisinger Straße
LINESTRING (16.284 48.1927,16.2863 48.1925);Hackinger Straße
LINESTRING (16.284 48.1346,16.2846 48.1346);Fröhlichgasse
LINESTRING (16.2847 48.1362,16.284 48.1362);Südbahnbrücke
LINESTRING (16.2858 48.2003,16.284 48.1999);Underreingasse
LINESTRING (16.2841 48.1501,16.2845 48.1499);Taglieberstraße
LINESTRING (16.2841 48.195,16.2843 48.1972);Pachmanngasse
LINESTRING (16.2976 48.1859,16.294 48.1842,16.2925 48.183,16.2895 48.1829,16.2876 48.1826,16.2864 48.1822,16.2842 48.18,16.2842 48.179);Lainzer Straße
LINESTRING (16.2841 48.1754,16.2868 48.1745);Chrudnergasse
LINESTRING (16.2841 48.1796,16.2851 48.18,16.2857 48.1808,16.2865 48.1814,16.2874 48.1818,16.2893 48.1824,16.2919 48.1825,16.2926 48.1828);Alois-Kraus-Promenade
LINESTRING (16.2858 48.1903,16.2841 48.1905);Neblingergasse
LINESTRING (16.2858 48.1786,16.2841 48.1787);Püttlingengasse
LINESTRING (16.2863 48.2207,16.2841 48.2199);Savoyenstraße
LINESTRING (16.2842 48.1905,16.2851 48.1911);Hummelgasse
LINESTRING (16.2842 48.1962,16.2849 48.1962);Felbigergasse
LINESTRING (16.2842 48.2038,16.2846 48.2042,16.2843 48.2044,16.2848 48.2048);Erbacherweg
LINESTRING (16.2844 48.1988,16.2843 48.1972);Pachmanngasse
LINESTRING (16.2843 48.1473,16.2857 48.1495);Schembergasse
LINESTRING (16.2843 48.1684,16.2857 48.1679);Fehlingergasse
LINESTRING (16.2843 48.1822,16.2857 48.1815);Stadlergasse
LINESTRING (16.286 48.1838,16.2855 48.183,16.2843 48.1822);Mühlbachergasse
LINESTRING (16.2901 48.2038,16.2883 48.2043,16.2852 48.2046,16.2844 48.205);Gusterergasse
LINESTRING (16.2844 48.205,16.2851 48.2053);Flötzersteig
LINESTRING (16.2844 48.1988,16.2902 48.1986);Heinrich-Collin-Straße
LINESTRING (16.2844 48.2238,16.2856 48.2242);Andergasse
LINESTRING (16.2854 48.1992,16.285 48.1994,16.2844 48.2012);Herschmannweg
LINESTRING (16.289 48.2011,16.2844 48.2012);Stauffergasse
LINESTRING (16.2859 48.1863,16.2844 48.1867);Kupelwiesergasse
LINESTRING (16.2845 48.1499,16.2891 48.1484);Taglieberstraße
LINESTRING (16.2845 48.1499,16.2854 48.1513,16.2856 48.1529,16.2861 48.1537);Rudolf-Zeller-Gasse
LINESTRING (16.2845 48.1741,16.2848 48.1734);Lainzer Straße
LINESTRING (16.2845 48.1741,16.2864 48.1736);Preyergasse
LINESTRING (16.2846 48.1346,16.2857 48.1347);Fröhlichgasse
LINESTRING (16.2846 48.2069,16.2887 48.2064);Spiegelgrundstraße
LINESTRING (16.2846 48.2069,16.2859 48.2076);Reichmanngasse
LINESTRING (16.2847 48.1841,16.2859 48.1863);Münichreiterstraße
LINESTRING (16.2853 48.2537,16.2847 48.2536);Waldrandweg
LINESTRING (16.2864 48.1369,16.2855 48.1363,16.2847 48.1362);Breitenfurter Straße
LINESTRING (16.2847 48.1591,16.2861 48.1567,16.2866 48.1562);Bertégasse
LINESTRING (16.2848 48.1734,16.2848 48.1733);Speisinger Straße
LINESTRING (16.2848 48.1733,16.2859 48.17,16.2861 48.1698);Speisinger Straße
LINESTRING (16.2848 48.1555,16.2855 48.1574);Fleischhackergasse
LINESTRING (16.2852 48.1373,16.2848 48.1374);Rudolf-Waisenhorn-Gasse
LINESTRING (16.2849 48.2288,16.2854 48.2287);Thujenweg
LINESTRING (16.2869 48.2357,16.2849 48.2366);Schwarzenbergallee
LINESTRING (16.2849 48.1799,16.2858 48.1797,16.2864 48.1798,16.2887 48.1798);Malfattisteig
LINESTRING (16.288 48.1345,16.2866 48.1346,16.285 48.134);Franz-Parsche-Gasse
LINESTRING (16.2858 48.1334,16.285 48.1335,16.2851 48.1325);Nuschinggasse
LINESTRING (16.285 48.2159,16.286 48.2173);Winterleitengasse
LINESTRING (16.285 48.235,16.2853 48.2353);Leopold-Stockert-Platz
LINESTRING (16.2851 48.1325,16.2893 48.1323);Brüder-Heindl-Gasse
LINESTRING (16.2878 48.154,16.2851 48.1545);Krumböckgasse
LINESTRING (16.2852 48.1988,16.2851 48.1971);Salisstraße
LINESTRING (16.2851 48.146,16.2866 48.1458);Amstergasse
LINESTRING (16.2856 48.1471,16.2851 48.146);Khemetergasse
LINESTRING (16.2852 48.1373,16.2864 48.1369);Rudolf-Waisenhorn-Gasse
LINESTRING (16.286 48.1386,16.2852 48.1373);Lastenstraße
LINESTRING (16.2852 48.258,16.2855 48.258);Häuserl-am-Roan-Brücke
LINESTRING (16.2853 48.2571,16.2853 48.2581);Zierleitengasse
LINESTRING (16.2852 48.2175,16.2853 48.2177);Paulinensteig
LINESTRING (16.2861 48.2538,16.2853 48.2537);Waldrandweg
LINESTRING (16.2853 48.2177,16.2853 48.2181);Paulinensteig
LINESTRING (16.2901 48.1541,16.2853 48.1554);Tullnertalgasse
LINESTRING (16.287 48.2353,16.287 48.2349,16.2864 48.2346,16.2862 48.2349,16.2853 48.2353);Julius-Berger-Gasse
LINESTRING (16.2853 48.2353,16.2858 48.2358);Obeliskenweg
LINESTRING (16.2853 48.1538,16.2904 48.1531);Endemanngasse
LINESTRING (16.2853 48.1538,16.2859 48.1546,16.2866 48.1562);Ruzickagasse
LINESTRING (16.2853 48.2181,16.2878 48.2187,16.2891 48.2188,16.2907 48.2187,16.2918 48.2185);Paulinensteig
LINESTRING (16.2853 48.2581,16.2856 48.2582);Zierleitengasse
LINESTRING (16.2853 48.1988,16.2855 48.1994,16.2858 48.1996);Sambeckgasse
LINESTRING (16.2879 48.2569,16.2873 48.2572,16.2853 48.2571);Zierleitengasse
LINESTRING (16.2854 48.1896,16.2861 48.191);Hügelgasse
LINESTRING (16.2856 48.2046,16.2854 48.204,16.2865 48.204);Koniczekweg
LINESTRING (16.2855 48.1325,16.2855 48.1308);Karl-Sarg-Gasse
LINESTRING (16.2856 48.2304,16.2854 48.2286);Kleegasse
LINESTRING (16.2854 48.1317,16.2875 48.1316);Josef-Schlima-Gasse
LINESTRING (16.2855 48.213,16.2854 48.2141);Hansl-Schmid-Weg
LINESTRING (16.2854 48.2141,16.2854 48.2143);Hansl-Schmid-Weg
LINESTRING (16.2882 48.2117,16.2859 48.2125,16.2855 48.213);Hansl-Schmid-Weg
LINESTRING (16.2875 48.2068,16.286 48.207,16.2855 48.2073);Dustmannweg
LINESTRING (16.2855 48.1628,16.2855 48.1632);Benkgasse
LINESTRING (16.2855 48.1308,16.2855 48.1307);Karl-Sarg-Stiege
LINESTRING (16.2855 48.1346,16.2856 48.1344);Karl-Sarg-Steg
LINESTRING (16.2855 48.2363,16.2855 48.2364);Schwarzenbergallee
LINESTRING (16.2855 48.1631,16.2878 48.1629);Rußweg
LINESTRING (16.2855 48.1671,16.2855 48.1667,16.2884 48.1642,16.29 48.1623);Gallgasse
LINESTRING (16.2855 48.1671,16.2861 48.1698);Gallgasse
LINESTRING (16.2856 48.1342,16.2858 48.1337,16.2855 48.1325);Karl-Sarg-Gasse
LINESTRING (16.2855 48.258,16.2873 48.2584,16.2916 48.2582);Höhenstraße
LINESTRING (16.2855 48.1632,16.2864 48.1633,16.2884 48.1631,16.2891 48.1632);Griepenkerlgasse
LINESTRING (16.2855 48.1473,16.2857 48.1471,16.2879 48.1465);Knotzenbachgasse
LINESTRING (16.2887 48.1478,16.2855 48.1473);Endresstraße
LINESTRING (16.2855 48.2347,16.2859 48.2351);Rosenweg
LINESTRING (16.2868 48.2244,16.2856 48.2242);Andergasse
LINESTRING (16.286 48.1694,16.2856 48.1696);Walter-Caldonazzi-Platz
LINESTRING (16.2866 48.1922,16.2856 48.1916);Cumberlandstraße
LINESTRING (16.2857 48.1347,16.2857 48.1358);Karl-Sarg-Gasse
LINESTRING (16.287 48.1357,16.2873 48.1355,16.2872 48.1353,16.2857 48.1347);Fröhlichgasse
LINESTRING (16.2857 48.1358,16.2867 48.1356,16.287 48.1357);Hilde-Spiel-Gasse
LINESTRING (16.2857 48.1358,16.2859 48.1366);Karl-Sarg-Gasse
LINESTRING (16.2857 48.2342,16.2874 48.2346);Wildweg
LINESTRING (16.2859 48.2081,16.2857 48.2102);Reizenpfenninggasse
LINESTRING (16.2867 48.2101,16.2857 48.2102);Michalekgasse
LINESTRING (16.2857 48.2102,16.2859 48.2119);Reizenpfenninggasse
LINESTRING (16.2858 48.1339,16.2888 48.134);Franz-Heider-Gasse
LINESTRING (16.2858 48.2012,16.2858 48.1996);Schamborgasse
LINESTRING (16.2867 48.153,16.2858 48.1531);Edlmosergasse
LINESTRING (16.2858 48.2361,16.2859 48.2362);Schwarzenbergallee
LINESTRING (16.2872 48.2004,16.2858 48.2003);Underreingasse
LINESTRING (16.2863 48.1925,16.2858 48.1932);Zehetnergasse
LINESTRING (16.2858 48.1932,16.2859 48.1935);Zehetnergasse
LINESTRING (16.2858 48.1996,16.2901 48.1995);Sambeckgasse
LINESTRING (16.2871 48.1491,16.2876 48.15,16.2865 48.1503,16.2859 48.1495);Stenografengasse
LINESTRING (16.2938 48.1841,16.2927 48.1847,16.2859 48.1863);Kupelwiesergasse
LINESTRING (16.2859 48.1863,16.2863 48.1872);Münichreiterstraße
LINESTRING (16.2859 48.2119,16.286 48.2125);Reizenpfenninggasse
LINESTRING (16.2859 48.2076,16.287 48.2083,16.2882 48.2084);Reichmanngasse
LINESTRING (16.2859 48.2328,16.2873 48.233,16.2887 48.2336,16.2898 48.2335);Promenadegasse
LINESTRING (16.2859 48.1935,16.2863 48.1946);Zehetnergasse
LINESTRING (16.2879 48.2084,16.2859 48.207);Schmedesweg
LINESTRING (16.2916 48.2583,16.2859 48.2587);Salmannsdorfer Höhe
LINESTRING (16.2859 48.2081,16.287 48.2087);Sanatoriumstraße
LINESTRING (16.2873 48.1702,16.286 48.1699);Feldkellergasse
LINESTRING (16.2914 48.1728,16.2905 48.1738,16.2887 48.175,16.2863 48.1773,16.286 48.1782,16.2861 48.1797);Pacassistraße
LINESTRING (16.286 48.2508,16.2864 48.2504,16.2865 48.2499);Höhenstraße
LINESTRING (16.286 48.2508,16.2885 48.2509);Sommerhaidenweg
LINESTRING (16.2879 48.1872,16.286 48.1838);Stoesslgasse
LINESTRING (16.288 48.138,16.286 48.1386);Dr.-Neumann-Gasse
LINESTRING (16.2875 48.1425,16.286 48.1386);Lastenstraße
LINESTRING (16.286 48.1791,16.2866 48.1795,16.287 48.1788,16.2875 48.1797,16.2879 48.1787,16.2882 48.1792);Hansi-Niese-Weg
LINESTRING (16.2867 48.196,16.286 48.1961);Felbigergasse
LINESTRING (16.2918 48.2543,16.2891 48.2539,16.2861 48.2538);Salmannsdorfer Straße
LINESTRING (16.289 48.1819,16.2887 48.1816,16.2862 48.1802,16.2861 48.1797);Dr. Otto-Karl-Fröhlich-Weg
LINESTRING (16.2861 48.1698,16.2867 48.17);Feldkellergasse
LINESTRING (16.2862 48.2255,16.2872 48.2254,16.2888 48.2256,16.2907 48.2252);Röntgengasse
LINESTRING (16.2862 48.2255,16.2862 48.2256);Kretschekgasse
LINESTRING (16.2885 48.251,16.2876 48.2511,16.2862 48.2516);Kleeblattweg
LINESTRING (16.2862 48.2256,16.2864 48.2261);Kretschekgasse
LINESTRING (16.2862 48.1651,16.2869 48.1655);Winkelbreiten
LINESTRING (16.2863 48.1946,16.2871 48.1969);Zehetnergasse
LINESTRING (16.2989 48.1868,16.2987 48.187,16.2978 48.1872,16.2947 48.1874,16.2863 48.1894);Auhofstraße
LINESTRING (16.2893 48.2223,16.2885 48.2218,16.2868 48.2212,16.2863 48.2207);Savoyenstraße
LINESTRING (16.2863 48.1596,16.2868 48.1595);Schluckergasse
LINESTRING (16.2868 48.1599,16.2863 48.1596);Rosenhügelstraße
LINESTRING (16.2866 48.2292,16.2863 48.2294,16.2866 48.2301);Betty-Fischer-Weg
LINESTRING (16.2866 48.1922,16.2863 48.1925);Zehetnergasse
LINESTRING (16.2863 48.1773,16.288 48.1778);Leo-Fall-Weg
LINESTRING (16.2868 48.2129,16.2864 48.2124);Reizenpfenninggasse
LINESTRING (16.2864 48.2046,16.2866 48.203);Kiesgasse
LINESTRING (16.2894 48.2062,16.2893 48.2058,16.289 48.2055,16.287 48.2049,16.2864 48.2046);Schinaweisgasse
LINESTRING (16.2864 48.1369,16.2873 48.1366);Rudolf-Waisenhorn-Gasse
LINESTRING (16.294 48.1453,16.2926 48.1433,16.291 48.1403,16.2864 48.1369);Breitenfurter Straße
LINESTRING (16.2864 48.1558,16.2876 48.1556,16.2912 48.1564);Reibergasse
LINESTRING (16.2864 48.1736,16.2867 48.1731);Hofwiesengasse
LINESTRING (16.2864 48.1736,16.2872 48.1749);Hofwiesengasse
LINESTRING (16.2864 48.1324,16.2868 48.1339);Alois-Dachs-Gasse
LINESTRING (16.2864 48.2358,16.2865 48.2358);Schwarzenbergallee
LINESTRING (16.2864 48.1397,16.2893 48.1389);Franz-Schuhmeier-Gasse
LINESTRING (16.2865 48.1515,16.2867 48.153);Pölleritzergasse
LINESTRING (16.2865 48.2024,16.2865 48.2011);Wawragasse
LINESTRING (16.2865 48.2499,16.2881 48.2505,16.2885 48.2509);Keylwerthgasse
LINESTRING (16.2866 48.203,16.2889 48.203,16.2889 48.2024,16.2865 48.2024);Achtundvierzigerplatz
LINESTRING (16.2866 48.203,16.2865 48.2024);Achtundvierzigerplatz
LINESTRING (16.2866 48.2292,16.2884 48.2282);Merktweg
LINESTRING (16.2873 48.1914,16.2866 48.1922);Zehetnergasse
LINESTRING (16.2907 48.1924,16.2866 48.1922);Cumberlandstraße
LINESTRING (16.2866 48.2022,16.2886 48.2022);Reiningerweg
LINESTRING (16.2866 48.2013,16.2886 48.2013);Wittmannweg
LINESTRING (16.2866 48.2018,16.2885 48.2018);Etschnerweg
LINESTRING (16.2872 48.1678,16.2866 48.1678);Fehlingergasse
LINESTRING (16.2866 48.1562,16.2912 48.1577);Wastlgasse
LINESTRING (16.2867 48.2127,16.2867 48.2127);Ameisbachzeile
LINESTRING (16.2872 48.139,16.2867 48.1384);Steinergasse
LINESTRING (16.2867 48.1731,16.2868 48.1729);Hofwiesengasse
LINESTRING (16.2867 48.17,16.2872 48.1701);Feldkellergasse
LINESTRING (16.2867 48.2101,16.287 48.2087);Demuthgasse
LINESTRING (16.2886 48.2098,16.2867 48.2101);Michalekgasse
LINESTRING (16.2867 48.2101,16.2885 48.212,16.2892 48.212,16.2895 48.2121,16.2897 48.2128);Demuthgasse
LINESTRING (16.2903 48.1957,16.2867 48.196);Felbigergasse
LINESTRING (16.2868 48.1599,16.2868 48.1595,16.2873 48.1592,16.2891 48.1585,16.2908 48.1583);Schluckergasse
LINESTRING (16.2868 48.1536,16.2867 48.153);Pölleritzergasse
LINESTRING (16.2887 48.212,16.2867 48.2127);Ameisbachzeile
LINESTRING (16.2868 48.1729,16.2873 48.1702);Hofwiesengasse
LINESTRING (16.2868 48.2277,16.2878 48.2279,16.2895 48.2288,16.2912 48.229);Nachreihengasse
LINESTRING (16.2884 48.1879,16.2868 48.1884,16.2873 48.1892);Kremsergasse
LINESTRING (16.2871 48.2352,16.2868 48.2356);Schwarzenbergallee
LINESTRING (16.2868 48.2356,16.2869 48.2357);Schwarzenbergallee
LINESTRING (16.2882 48.2135,16.2868 48.2129);Reizenpfenninggasse
LINESTRING (16.2884 48.208,16.2868 48.2069);Scariaweg
LINESTRING (16.2906 48.162,16.2868 48.1599);Rosenhügelstraße
LINESTRING (16.2871 48.2239,16.2868 48.2244);Franz-Glaser-Gasse
LINESTRING (16.2977 48.2289,16.2962 48.227,16.2937 48.2259,16.2922 48.2256,16.2909 48.2252,16.2899 48.2251,16.2868 48.2244);Andergasse
LINESTRING (16.287 48.1788,16.287 48.1778,16.2882 48.1764,16.2927 48.1735);Konrad-Duden-Gasse
LINESTRING (16.2869 48.1655,16.2878 48.1662);Bei den Meierhöfen
LINESTRING (16.2873 48.1452,16.287 48.1456,16.2879 48.1465);Gatterederstraße
LINESTRING (16.287 48.2087,16.2872 48.2083);Demuthgasse
LINESTRING (16.2873 48.1366,16.287 48.1357);Fröhlichgasse
LINESTRING (16.2871 48.2151,16.2872 48.2152,16.2895 48.215);Theodor-Storm-Weg
LINESTRING (16.2871 48.1719,16.2885 48.172);Hirschfeldweg
LINESTRING (16.2871 48.1908,16.2914 48.1902,16.3013 48.1882);Hietzinger Kai
LINESTRING (16.2871 48.1908,16.2873 48.1914);Baumgarten Brücke
LINESTRING (16.2949 48.1973,16.2886 48.1968,16.2871 48.1969);Hütteldorfer Straße
LINESTRING (16.2873 48.1987,16.2871 48.1969);Seckendorfstraße
LINESTRING (16.2871 48.2238,16.2881 48.2229);Eselstiege
LINESTRING (16.2871 48.2239,16.2871 48.2238);Eselstiege
LINESTRING (16.2909 48.2341,16.2901 48.2342,16.2881 48.2341,16.2871 48.2352);Waldegghofgasse
LINESTRING (16.2873 48.1564,16.2871 48.1568);Am Rosenberg
LINESTRING (16.2963 48.2268,16.2938 48.2254,16.2889 48.2241,16.2875 48.2238,16.2871 48.2239);Franz-Glaser-Gasse
LINESTRING (16.2872 48.1749,16.2898 48.173);Fasangartengasse
LINESTRING (16.2872 48.1749,16.2878 48.1756);Fritz-Moravec-Steig
LINESTRING (16.2878 48.1662,16.2872 48.1672,16.2873 48.1683);Furtwänglerplatz
LINESTRING (16.2872 48.1995,16.2872 48.1987);Scherfweg
LINESTRING (16.2872 48.1995,16.2872 48.2011);Scherfweg
LINESTRING (16.2872 48.2158,16.2874 48.2164);Gerunggasse
LINESTRING (16.2896 48.2003,16.2872 48.2004);Underreingasse
LINESTRING (16.2892 48.1871,16.2872 48.1835);Fichtnergasse
LINESTRING (16.2872 48.1701,16.2873 48.1702);Leopold-Zechner-Platz
LINESTRING (16.2872 48.1701,16.2894 48.1706);Feldkellergasse
LINESTRING (16.2872 48.139,16.2877 48.1395);Steinergasse
LINESTRING (16.2894 48.1707,16.2873 48.1702);Feldkellergasse
LINESTRING (16.2873 48.1366,16.2876 48.1365);Rudolf-Waisenhorn-Gasse
LINESTRING (16.2873 48.1366,16.2891 48.1374);Liesingbachbegleitweg
LINESTRING (16.2873 48.1366,16.289 48.138);Fröhlichgasse
LINESTRING (16.2873 48.2236,16.2889 48.2241);Helscherweg
LINESTRING (16.2873 48.1452,16.2876 48.1452);Gatterederstraße
LINESTRING (16.2873 48.1564,16.2886 48.1558,16.2895 48.1546);Stieglergasse
LINESTRING (16.2877 48.1346,16.2874 48.1309);Mellergasse
LINESTRING (16.2874 48.21,16.2887 48.2114);Eduard-Hanslick-Gasse
LINESTRING (16.2875 48.1425,16.2917 48.1417);Carlbergergasse
LINESTRING (16.2881 48.1441,16.2875 48.1425);Lastenstraße
LINESTRING (16.2875 48.1797,16.2877 48.1804,16.2886 48.1809,16.2894 48.181,16.2907 48.1808);Dr.-Josef-Stiny-Weg
LINESTRING (16.2875 48.1535,16.288 48.1547);Schmidlergasse
LINESTRING (16.2875 48.2302,16.2884 48.2304,16.2896 48.2303,16.2912 48.229,16.2922 48.229,16.2935 48.2286,16.2974 48.2285);Heuberggasse
LINESTRING (16.2875 48.2068,16.2884 48.2067,16.2884 48.2071);Dustmannweg
LINESTRING (16.2886 48.2075,16.2875 48.2068);Maternaweg
LINESTRING (16.2876 48.15,16.2895 48.1494);Michelfeitgasse
LINESTRING (16.2876 48.1365,16.2879 48.1364);Pellmannbrücke
LINESTRING (16.2876 48.1452,16.2881 48.1449,16.2881 48.1441);Lastenstraße
LINESTRING (16.2877 48.203,16.2876 48.2037);Köppelweg
LINESTRING (16.2876 48.1548,16.289 48.1552,16.2915 48.1557);Lainergasse
LINESTRING (16.2876 48.1947,16.2884 48.1968);Hernstorferstraße
LINESTRING (16.289 48.2269,16.2877 48.2279);Winklergasse
LINESTRING (16.2879 48.1398,16.2877 48.1395);Steinergasse
LINESTRING (16.2877 48.2024,16.2877 48.2011);Scherfweg
LINESTRING (16.2877 48.2233,16.2945 48.2253);Gottfried-Krenn-Weg
LINESTRING (16.2877 48.2034,16.2885 48.2033);Köppelweg
LINESTRING (16.2877 48.1648,16.2899 48.1667);Bergheidengasse
LINESTRING (16.2877 48.1431,16.2921 48.1424);Loosgasse
LINESTRING (16.2878 48.1756,16.2879 48.1757);Fritz-Moravec-Steig
LINESTRING (16.2878 48.2044,16.2879 48.2045);Öppingerweg
LINESTRING (16.2891 48.1887,16.2879 48.1872);Fleschgasse
LINESTRING (16.2879 48.1787,16.288 48.1778,16.2886 48.1769,16.2899 48.176,16.2912 48.1754);Küniglberggasse
LINESTRING (16.2879 48.1872,16.2917 48.1863);Neue-Welt-Gasse
LINESTRING (16.2879 48.1465,16.2887 48.1478);Gatterederstraße
LINESTRING (16.2949 48.2565,16.2939 48.2566,16.2921 48.2564,16.2913 48.256,16.2894 48.2562,16.2879 48.2569);Zierleitengasse
LINESTRING (16.2879 48.2045,16.2879 48.2046);Öppingerweg
LINESTRING (16.2879 48.1364,16.2884 48.1362);Rudolf-Waisenhorn-Gasse
LINESTRING (16.2879 48.2046,16.2882 48.2048,16.289 48.2048);Öppingerweg
LINESTRING (16.288 48.1465,16.2879 48.1466);Knotzenbachgasse
LINESTRING (16.2879 48.1398,16.288 48.1402);Steinergasse
LINESTRING (16.2897 48.1768,16.2892 48.1766,16.2893 48.1764,16.2879 48.1757);Fritz-Moravec-Steig
LINESTRING (16.288 48.1345,16.2897 48.1341,16.2981 48.1331);Siebenhirtenstraße
LINESTRING (16.2884 48.1362,16.2885 48.136,16.288 48.1345);Seybelgasse
LINESTRING (16.288 48.1907,16.29 48.1904);Hietzinger Kai
LINESTRING (16.2881 48.1465,16.288 48.1465);Knotzenbachgasse
LINESTRING (16.2884 48.1463,16.288 48.1465);Knotzenbachgasse
LINESTRING (16.288 48.1465,16.2881 48.1465);Knotzenbachgasse
LINESTRING (16.288 48.1547,16.2892 48.1547,16.2916 48.1542);Tullnertalgasse
LINESTRING (16.288 48.1402,16.2897 48.1399);Bickgasse
LINESTRING (16.2885 48.1463,16.2881 48.1456);Lastenstraße
LINESTRING (16.2881 48.2265,16.2906 48.2276);Rudolf-Bärenhart-Gasse
LINESTRING (16.2881 48.2183,16.2902 48.2184);Paulinensteig
LINESTRING (16.2881 48.2258,16.2882 48.2256);Neuntegasse
LINESTRING (16.2881 48.1443,16.2886 48.1444);Höpflergasse
LINESTRING (16.2881 48.2148,16.2885 48.2151);Kestnerweg
LINESTRING (16.2881 48.2229,16.2893 48.2223);Eselstiege
LINESTRING (16.2891 48.1799,16.2885 48.1797,16.2882 48.1792,16.2883 48.1782,16.289 48.1774,16.2914 48.1758,16.2912 48.1754,16.2913 48.1753);Würzburggasse
LINESTRING (16.2882 48.2228,16.2908 48.2235,16.2911 48.2235);Karl-Prinz-Weg
LINESTRING (16.2887 48.2115,16.2882 48.2117);Ameisbachzeile
LINESTRING (16.2891 48.2064,16.2882 48.2084);Schrekergasse
LINESTRING (16.2882 48.2084,16.2886 48.2085,16.2887 48.2087,16.2886 48.2098);Schrekergasse
LINESTRING (16.2884 48.1682,16.2883 48.1671);Furtwänglerplatz
LINESTRING (16.289 48.138,16.2883 48.1382);Quergasse
LINESTRING (16.2883 48.1827,16.2885 48.1832);Elßlergasse
LINESTRING (16.2883 48.2043,16.2901 48.2049);Kohlesgasse
LINESTRING (16.2889 48.1417,16.2883 48.1402);Steinergasse
LINESTRING (16.2885 48.1463,16.2884 48.1463);Knotzenbachgasse
LINESTRING (16.2884 48.1677,16.29 48.1676,16.2926 48.1679);Fehlingergasse
LINESTRING (16.2884 48.1362,16.2893 48.1367,16.2919 48.1369,16.2933 48.1373,16.2937 48.1376);Seybelgasse
LINESTRING (16.2896 48.2086,16.2894 48.208,16.2884 48.2079);Kallinagasse
LINESTRING (16.2886 48.1705,16.2885 48.172);Fürthweg
LINESTRING (16.2885 48.172,16.2894 48.1721);Hirschfeldweg
LINESTRING (16.2888 48.1343,16.2885 48.1308);Pellmanngasse
LINESTRING (16.2885 48.2509,16.2896 48.2505,16.2911 48.2504,16.2953 48.2495);Sommerhaidenweg
LINESTRING (16.2885 48.2509,16.2889 48.2516);Keylwerthgasse
LINESTRING (16.293 48.1457,16.2906 48.1458,16.2885 48.1463);Knotzenbachgasse
LINESTRING (16.2896 48.1479,16.2885 48.1463);Lastenstraße
LINESTRING (16.2885 48.1832,16.2905 48.1871);Elßlergasse
LINESTRING (16.2885 48.203,16.2888 48.2042);Köppelweg
LINESTRING (16.2886 48.2013,16.2885 48.2024);Labersteig
LINESTRING (16.2889 48.1643,16.2885 48.1641);Jörsgasse
